Protein name,UniProt ID,Protein abbreviation,Super pathway,Sub pathway,Metabolite,HMDB,KEGG,Beta m1,SE m1,Nominal p-value m1,Beta m2,SE m2,Nominal p-value m2
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Purine Metabolism, Guanine containing",7-methylguanine,HMDB0000897,C02242,0.0695,0.0451,0.123342927466124,0.0725,0.0481,0.131825837382814
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",HMDB0004824,Not available,0.1381,0.0446,0.00194827026185318,0.1659,0.0502,0.000959071272249812
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2'-O-methylcytidine,Not available,Not available,0.0527,0.0449,0.240169373062908,0.0319,0.0453,0.481481025035936
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",3-methylcytidine,HMDB0240577,Not available,0.0571,0.0476,0.230196612030395,0.0565,0.0473,0.232374221128738
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytidine,HMDB0000089,C00475,0.0108,0.0476,0.819610664482676,-0.0098,0.0479,0.83811937049616
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytosine,HMDB0000630,C00380,-0.1004,0.0457,0.0281439110496675,-0.1156,0.0457,0.0113589194407482
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",N4-acetylcytidine,HMDB0005923,Not available,0.0591,0.0452,0.190447921974711,0.0534,0.0467,0.252802483082977
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Orotate containing",dihydroorotate,HMDB03349,C00337,-0.0339,0.047,0.471042000805944,-0.0193,0.0478,0.685697739733209
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotate,HMDB0000226,C00295,0.1866,0.0441,2.31949911151386e-05,0.1837,0.0442,3.26915165889119e-05
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotidine,HMDB0000788,Not available,0.1359,0.0476,0.004328715038175,0.1505,0.0504,0.00282868076651477
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Thymine containing",3-aminoisobutyrate,HMDB0002166,C05145,0.0716,0.0448,0.110146309238508,0.0528,0.0456,0.247228196490356
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Thymine containing","5,6-dihydrothymine",HMDB0000079,C00906,0.0916,0.0453,0.0431991980690627,0.1095,0.0464,0.0184036370284844
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-deoxyuridine,HMDB0000012,C00526,0.0189,0.046,0.680896277987683,0.0165,0.0457,0.718706499447613
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-O-methyluridine,Not available,Not available,0.0311,0.0456,0.494578799587062,0.0226,0.0454,0.618277557372182
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-(3-amino-3-carboxypropyl)uridine*,Not available,Not available,0.1733,0.0456,0.000144880765300615,0.1974,0.0517,0.000134593766259572
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-ureidopropionate,HMDB0000026,C02642,0.1084,0.0457,0.0178443207946197,0.0878,0.0464,0.0582056166946039
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",5-methyluridine (ribothymidine),HMDB0000884,Not available,0.0566,0.0461,0.219342174767742,0.0272,0.0473,0.564572915859685
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouracil",HMDB0000076,C00429,0.0235,0.0452,0.602758518886818,0.0315,0.0461,0.494361997892607
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",HMDB0000497,Not available,0.1675,0.0444,0.000162343628749451,0.1702,0.0481,0.000407546491711042
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",beta-alanine,HMDB0000056,C00099,0.0203,0.046,0.659755707311471,0.0356,0.0502,0.478453139275673
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",N-acetyl-beta-alanine,HMDB0061880,C01073,0.0632,0.0457,0.167023361120565,0.0569,0.0458,0.214603365506787
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",pseudouridine,HMDB0000767,C02067,0.2196,0.0444,7.39963029072754e-07,0.228,0.05,5.03071405377753e-06
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uracil,HMDB0000300,C00106,-0.0042,0.0461,0.92769433390952,-0.0284,0.0467,0.54302665139221
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uridine,HMDB0000296,C00299,-0.0805,0.0452,0.0746656966783239,-0.088,0.045,0.0505250689600685
Interleukin-1 receptor type 2,P27930,IL1R2,Energy,Oxidative Phosphorylation,phosphate,HMDB0001429,C00009,0.0926,0.0448,0.0384933794850681,0.1115,0.0454,0.0141040685382798
Interleukin-1 receptor type 2,P27930,IL1R2,Energy,TCA Cycle,aconitate [cis or trans],"HMDB0000958,HMDB000072","C004174,C02341",0.1139,0.0426,0.00743189518977916,0.1098,0.0452,0.0151586783524627
Interleukin-1 receptor type 2,P27930,IL1R2,Energy,TCA Cycle,alpha-ketoglutarate,HMDB0000208,C00026,0.1693,0.0422,5.99946315020805e-05,0.16,0.0437,0.000249841251948491
Interleukin-1 receptor type 2,P27930,IL1R2,Energy,TCA Cycle,citraconate/glutaconate,"HMDB0000634,HMDB0000620","C02226,C02214",0.0182,0.0429,0.670878012902521,0.0293,0.0437,0.502433718041304
Interleukin-1 receptor type 2,P27930,IL1R2,Energy,TCA Cycle,citrate,HMDB0000094,C00158,0.0068,0.0432,0.874192791183923,0.0079,0.0435,0.855188438489285
Interleukin-1 receptor type 2,P27930,IL1R2,Energy,TCA Cycle,fumarate,HMDB0000134,C00122,0.0591,0.0428,0.167887033775702,0.0622,0.0434,0.152265617714699
Interleukin-1 receptor type 2,P27930,IL1R2,Energy,TCA Cycle,malate,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",0.0854,0.0427,0.0456364596098753,0.0916,0.0433,0.0343198412910717
Interleukin-1 receptor type 2,P27930,IL1R2,Energy,TCA Cycle,succinate,HMDB0000254,C00042,0.1024,0.0428,0.016721060188494,0.1085,0.0437,0.0130784749172927
Interleukin-1 receptor type 2,P27930,IL1R2,Energy,TCA Cycle,succinylcarnitine (C4-DC),HMDB0061717,Not available,0.0741,0.0452,0.101173429343579,0.0681,0.0478,0.154535205855891
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",allantoin,HMDB0000462,"C02348,C01551,C02350",0.0227,0.0434,0.601433880552667,0.0224,0.0437,0.608441666709825
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",hypoxanthine,HMDB0000157,C00262,0.0304,0.0434,0.483578482553027,0.0288,0.0434,0.50629423813971
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",inosine,HMDB0000195,C00294,0,0.044,0.999763686589843,0.0056,0.0444,0.900559560620067
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",N1-methylinosine,HMDB0002721,Not available,0.0607,0.0435,0.162719642199703,0.0563,0.0478,0.239060304402661
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",urate,HMDB0000289,C00366,0.0985,0.0528,0.0619135537552473,0.0926,0.0587,0.114826003611884
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthine,HMDB0000292,C00385,0.1673,0.0426,8.48262902091168e-05,0.1619,0.0448,0.000302453601955355
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthosine,HMDB0000299,C01762,-0.0158,0.0466,0.734130110251944,-0.0191,0.0493,0.697881642033082
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Purine Metabolism, Adenine containing",adenine,HMDB0000034,C00147,0.0504,0.0486,0.299844283787445,0.0481,0.0492,0.328676995076709
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Purine Metabolism, Adenine containing","adenosine 3',5'-cyclic monophosphate (cAMP)",HMDB0000058,C00575,0.0874,0.0456,0.0549704230588906,0.1029,0.0471,0.0288608059831883
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Purine Metabolism, Adenine containing",adenosine 5'-monophosphate (AMP),HMDB0000045,C00020,0.0654,0.0431,0.129247335791096,0.0674,0.043,0.117020730835647
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Purine Metabolism, Adenine containing",N1-methyladenosine,HMDB0003331,C02494,0.1635,0.0426,0.000125761528627644,0.1762,0.0456,0.000112094962382736
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Purine Metabolism, Adenine containing",N6-carbamoylthreonyladenosine,HMDB0041623,Not available,0.0248,0.0434,0.568655330848472,0.0254,0.0503,0.61363247597348
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Purine Metabolism, Adenine containing",N6-methyladenosine,HMDB0004044,Not available,0.1393,0.0437,0.00142554661342098,0.1442,0.0446,0.00122117129427113
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Purine Metabolism, Adenine containing",N6-succinyladenosine,HMDB0000912,Not available,-0.0223,0.0468,0.634284114813757,-0.0132,0.0495,0.789730163799005
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Purine Metabolism, Guanine containing",7-methylguanine,HMDB0000897,C02242,0.0561,0.0431,0.192895899192397,0.0535,0.0462,0.246984865486079
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",HMDB0004824,Not available,0.0788,0.0428,0.0659684375244283,0.086,0.0486,0.0766266643704729
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2'-O-methylcytidine,Not available,Not available,0.0052,0.0429,0.903157094810332,0.0169,0.0435,0.696784982545315
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",3-methylcytidine,HMDB0240577,Not available,0.0192,0.0455,0.6739032337008,0.0196,0.0454,0.666594116237282
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytidine,HMDB0000089,C00475,0.0341,0.0454,0.4531866847726,0.0445,0.0459,0.332527569575223
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytosine,HMDB0000630,C00380,0.0137,0.0439,0.754470483203823,0.0236,0.0441,0.592811302762345
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",N4-acetylcytidine,HMDB0005923,Not available,0.0547,0.0431,0.204829386347475,0.0544,0.0448,0.224935623219773
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Orotate containing",dihydroorotate,HMDB03349,C00337,0.0143,0.0449,0.749997646716698,-8e-04,0.0458,0.985350611695191
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotate,HMDB0000226,C00295,0.0404,0.0428,0.345711358110385,0.0399,0.0431,0.355342761905037
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotidine,HMDB0000788,Not available,0.0773,0.0457,0.0908259694998417,0.0746,0.0487,0.125504472403225
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Thymine containing",3-aminoisobutyrate,HMDB0002166,C05145,-0.0529,0.0428,0.216716941744719,-0.0485,0.0438,0.268202926451244
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Thymine containing","5,6-dihydrothymine",HMDB0000079,C00906,0.0183,0.0435,0.673386484046452,0.0038,0.0448,0.932527113291852
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-deoxyuridine,HMDB0000012,C00526,-0.0902,0.0438,0.0393716180960357,-0.0887,0.0437,0.0424563855952584
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-O-methyluridine,Not available,Not available,-0.0175,0.0435,0.687981443614089,-0.0138,0.0436,0.751928207526572
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-(3-amino-3-carboxypropyl)uridine*,Not available,Not available,0.0425,0.0441,0.336166856995164,0.0485,0.0503,0.335260500896678
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-ureidopropionate,HMDB0000026,C02642,0.0827,0.0438,0.0587575735729111,0.0971,0.0444,0.0288504469453874
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",5-methyluridine (ribothymidine),HMDB0000884,Not available,-0.0265,0.0441,0.547736831740373,-0.0127,0.0454,0.778910624337766
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouracil",HMDB0000076,C00429,0.0971,0.0429,0.0236882254243971,0.0901,0.0441,0.0410242359027533
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",HMDB0000497,Not available,0.0818,0.0429,0.0562511609877376,0.0974,0.0466,0.0365999074210819
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",beta-alanine,HMDB0000056,C00099,0.088,0.0438,0.0443937047845044,0.0816,0.0481,0.0895318196999735
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",N-acetyl-beta-alanine,HMDB0061880,C01073,0.076,0.0436,0.0813463971026274,0.077,0.0439,0.0796474939903793
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",pseudouridine,HMDB0000767,C02067,0.0999,0.0432,0.0206978096828969,0.1397,0.0485,0.0040043623224264
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uracil,HMDB0000300,C00106,-0.0079,0.044,0.856810090726895,0.0079,0.0448,0.86032408661688
Interleukin-1 receptor type 2,P27930,IL1R2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uridine,HMDB0000296,C00299,0.0199,0.0433,0.645834159041478,0.0216,0.0433,0.617919105571682
Interleukin-17 receptor A,Q96F46,IL17RA,Energy,Oxidative Phosphorylation,phosphate,HMDB0001429,C00009,-0.0274,0.0471,0.560153389549966,-0.0172,0.0479,0.720019023032622
Interleukin-17 receptor A,Q96F46,IL17RA,Energy,TCA Cycle,aconitate [cis or trans],"HMDB0000958,HMDB000072","C004174,C02341",0.0399,0.0449,0.373714966255512,0.0227,0.0477,0.634337310412028
Interleukin-17 receptor A,Q96F46,IL17RA,Energy,TCA Cycle,alpha-ketoglutarate,HMDB0000208,C00026,0.0056,0.0449,0.901575253934639,-0.0093,0.0465,0.840713645172637
Interleukin-17 receptor A,Q96F46,IL17RA,Energy,TCA Cycle,citraconate/glutaconate,"HMDB0000634,HMDB0000620","C02226,C02214",-0.0562,0.0449,0.210686118793274,-0.0573,0.0457,0.210698730174792
Interleukin-17 receptor A,Q96F46,IL17RA,Energy,TCA Cycle,citrate,HMDB0000094,C00158,0.0304,0.0452,0.501182301987325,0.0268,0.0456,0.556569863594556
Interleukin-17 receptor A,Q96F46,IL17RA,Energy,TCA Cycle,fumarate,HMDB0000134,C00122,0.0086,0.0449,0.847978637223374,0.0033,0.0456,0.942503771594253
Interleukin-17 receptor A,Q96F46,IL17RA,Energy,TCA Cycle,malate,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",-0.0046,0.0449,0.918300320518522,-0.0086,0.0456,0.849715231003762
Interleukin-17 receptor A,Q96F46,IL17RA,Energy,TCA Cycle,succinate,HMDB0000254,C00042,0.1075,0.0448,0.0165520062694811,0.1053,0.0459,0.0217850481751209
Interleukin-17 receptor A,Q96F46,IL17RA,Energy,TCA Cycle,succinylcarnitine (C4-DC),HMDB0061717,Not available,0.0465,0.0475,0.327341854811153,0.0307,0.0502,0.541047494688551
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",allantoin,HMDB0000462,"C02348,C01551,C02350",0.1042,0.0453,0.0213126519478517,0.1009,0.0456,0.0270527638021245
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",hypoxanthine,HMDB0000157,C00262,0.0567,0.0454,0.211855952910521,0.0566,0.0454,0.21329037192447
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",inosine,HMDB0000195,C00294,0.0912,0.046,0.0470844535721062,0.0919,0.0464,0.0477325037447882
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",N1-methylinosine,HMDB0002721,Not available,0.014,0.0456,0.758504085925865,-0.0104,0.0502,0.836612956669146
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",urate,HMDB0000289,C00366,0.0257,0.0555,0.642793083940568,-0.0064,0.0617,0.917467663835558
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthine,HMDB0000292,C00385,0.135,0.0449,0.00263478869381339,0.1283,0.0473,0.00665057067987562
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthosine,HMDB0000299,C01762,0.0287,0.0488,0.555985181832473,0.0171,0.0517,0.740760820176038
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Purine Metabolism, Adenine containing",adenine,HMDB0000034,C00147,-0.0259,0.0509,0.611177731372958,-0.036,0.0517,0.485823375320091
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Purine Metabolism, Adenine containing","adenosine 3',5'-cyclic monophosphate (cAMP)",HMDB0000058,C00575,-0.0072,0.0479,0.880730903965069,-0.0119,0.0496,0.810680091961357
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Purine Metabolism, Adenine containing",adenosine 5'-monophosphate (AMP),HMDB0000045,C00020,0.0409,0.0452,0.365362063209052,0.0425,0.0452,0.346722359124859
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Purine Metabolism, Adenine containing",N1-methyladenosine,HMDB0003331,C02494,0.0929,0.0451,0.0396477615060908,0.0855,0.0484,0.077283522727754
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Purine Metabolism, Adenine containing",N6-carbamoylthreonyladenosine,HMDB0041623,Not available,0.0688,0.0454,0.12986499586734,0.0632,0.0527,0.23065669919794
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Purine Metabolism, Adenine containing",N6-methyladenosine,HMDB0004044,Not available,0.1088,0.0459,0.0179168198700428,0.1048,0.047,0.0259190845965989
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Purine Metabolism, Adenine containing",N6-succinyladenosine,HMDB0000912,Not available,-0.003,0.0491,0.951984633136933,-0.0094,0.052,0.85688113610254
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Purine Metabolism, Guanine containing",7-methylguanine,HMDB0000897,C02242,0.0596,0.0452,0.186546640541966,0.0476,0.0485,0.326887120375358
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",HMDB0004824,Not available,0.0998,0.0448,0.0258983284066641,0.0983,0.0509,0.0536421596275127
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2'-O-methylcytidine,Not available,Not available,0.0185,0.0449,0.681225559770758,0.0227,0.0456,0.618018239590071
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",3-methylcytidine,HMDB0240577,Not available,-0.0037,0.0477,0.938025609871929,-0.0034,0.0477,0.942416853858454
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytidine,HMDB0000089,C00475,-0.0678,0.0475,0.153333726326291,-0.0679,0.0481,0.158106563927239
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytosine,HMDB0000630,C00380,0.0147,0.046,0.749342095620507,0.0209,0.0463,0.650876240656281
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",N4-acetylcytidine,HMDB0005923,Not available,0.0723,0.0451,0.109414360106797,0.0647,0.047,0.168598592293548
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Pyrimidine Metabolism, Orotate containing",dihydroorotate,HMDB03349,C00337,-0.027,0.047,0.565183300044732,-0.0421,0.0481,0.381081166172821
Interleukin-17 receptor A,Q96F46,IL17RA,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotate,HMDB0000226,C00295,0.014,0.0449,0.755488654977368,0.0087,0.0453,0.847796719027464
